Wall time,Step,Value
1643473529.8922436,0,0.34803879261016846
1643473861.5017438,1,0.05428493395447731
1643474192.9371178,2,0.0307255107909441
1643474523.8473258,3,0.023076897487044334
1643474854.9908822,4,0.018277598544955254
1643475185.875034,5,0.0148224588483572
1643475516.9626627,6,0.013485005125403404
1643475847.8373451,7,0.011431414633989334
1643476178.6268985,8,0.01047189999371767
1643476510.5611525,9,0.009703480638563633
1643476841.8204842,10,0.008812393993139267
1643477172.8409953,11,0.00803084671497345
1643477505.9178848,12,0.007597974967211485
1643477838.906966,13,0.007108395453542471
1643478170.571942,14,0.006920365616679192
1643478501.8277533,15,0.00643890118226409
1643478833.303323,16,0.006130166817456484
1643479165.4618142,17,0.005768964532762766
1643479496.8634923,18,0.00597848417237401
1643479827.9127808,19,0.006398138590157032
1643480158.7886744,20,0.005157209932804108
1643480489.9898689,21,0.004866046365350485
1643480821.078191,22,0.004749155603349209
1643481152.0200999,23,0.00457015773281455
1643481483.1117258,24,0.004426579922437668
1643481815.4299471,25,0.004342351108789444
1643482147.156987,26,0.004140267614275217
1643482478.0416517,27,0.004265789408236742
1643482808.7821732,28,0.003920914139598608
1643483139.6566708,29,0.004157390911132097
1643483470.839346,30,0.0038118050433695316
1643483801.624796,31,0.0037766452878713608
1643484132.4690802,32,0.003782378975301981
1643484463.7850997,33,0.0037448236253112555
1643484794.8206975,34,0.00455458415672183
1643485125.8528178,35,0.0034299041144549847
1643485456.7602866,36,0.003331099869683385
1643485788.2638175,37,0.0035241120494902134
1643486119.8086205,38,0.0032456887420266867
1643486450.8729556,39,0.003318693721666932
1643486781.707343,40,0.00330966804176569
1643487112.781926,41,0.003739552805200219
1643487444.866208,42,0.0030479931738227606
1643487775.9446905,43,0.0031745093874633312
1643488106.9233828,44,0.0028683815617114305
1643488437.9311762,45,0.0031326899770647287
1643488769.4659233,46,0.0036064935848116875
1643489100.5540257,47,0.0028826738707721233
1643489431.5645962,48,0.003026654478162527
1643489766.047211,49,0.003045425983145833
1643490098.9113996,50,0.0028773020021617413
1643490432.111567,51,0.002644153079017997
1643490765.219502,52,0.00289044133387506
1643491098.1492624,53,0.0027422248385846615
1643491430.7588515,54,0.002697364427149296
1643491763.3478594,55,0.002771199680864811
1643492096.3691614,56,0.002599908271804452
1643492429.138369,57,0.0025579011999070644
1643492761.1335597,58,0.002561053028330207
1643493093.5159934,59,0.00249618012458086
1643493426.425233,60,0.002595120808109641
1643493758.802667,61,0.0023759473115205765
1643494091.5511122,62,0.002507013501599431
1643494422.963847,63,0.002643587300553918
1643494754.3145733,64,0.0025292113423347473
1643495085.7895422,65,0.002265533898025751
1643495417.0530624,66,0.002419048687443137
1643495750.2296467,67,0.0024036127142608166
1643496082.8175879,68,0.00221651722677052
1643496414.8395114,69,0.0023360829800367355
1643496746.0700803,70,0.0022456382866948843
1643497077.0847957,71,0.00232606939971447
1643497408.5613656,72,0.0022474077995866537
1643497739.6829622,73,0.0022931976709514856
1643498072.254255,74,0.0022001599427312613
1643498406.0196555,75,0.0021542038302868605
1643498737.9618216,76,0.0022148487623780966
1643499069.3477917,77,0.0022285853046923876
1643499400.7215786,78,0.0021459758281707764
1643499731.9050949,79,0.002176629612222314
1643500063.1748445,80,0.002129222033545375
1643500394.9456239,81,0.002079966478049755
1643500727.9132955,82,0.002215962391346693
1643501061.4645145,83,0.0019613869953900576
1643501392.5182564,84,0.002046443521976471
1643501723.8985827,85,0.002124139806255698
1643502056.2747123,86,0.002007046714425087
1643502388.7942088,87,0.0020732770208269358
1643502720.758102,88,0.001983560621738434
1643503051.9938874,89,0.0019927090033888817
1643503384.913889,90,0.0019639066886156797
1643503717.8985898,91,0.002038732636719942
1643504049.4012618,92,0.001985206501558423
1643504380.574017,93,0.0018975548446178436
1643504711.9323852,94,0.0019476362504065037
1643505044.9817243,95,0.001907189842313528
1643505377.74361,96,0.0019192874897271395
1643505710.4975946,97,0.0018727602437138557
1643506043.9198427,98,0.0019131565932184458
1643506377.235108,99,0.001916768727824092
