Wall time,Step,Value
1643609539.6203613,0,0.328151136636734
1643609873.4099314,1,0.05626758188009262
1643610207.1068354,2,0.03496164083480835
1643610541.071917,3,0.027020635083317757
1643610875.3061771,4,0.02347755618393421
1643611209.0211298,5,0.020872093737125397
1643611542.8658452,6,0.017895802855491638
1643611876.998603,7,0.016052143648266792
1643612211.9276588,8,0.01566793955862522
1643612545.7371347,9,0.014686711132526398
1643612880.096339,10,0.01352840755134821
1643613214.1344604,11,0.01239756215363741
1643613548.6044643,12,0.012005274184048176
1643613882.3827047,13,0.011592498049139977
1643614216.161377,14,0.01152140460908413
1643614549.8450606,15,0.010881800204515457
1643614883.8562207,16,0.010234343819320202
1643615217.194883,17,0.009618308395147324
1643615550.549765,18,0.011802569031715393
1643615883.5128183,19,0.00920725055038929
1643616217.220093,20,0.009213211946189404
1643616550.5294838,21,0.00937043596059084
1643616884.8998854,22,0.00855332426726818
1643617219.3967044,23,0.008501050993800163
1643617553.3218935,24,0.008254922926425934
1643617886.726261,25,0.008035472594201565
1643618220.0660524,26,0.007867873646318913
1643618553.2446582,27,0.007969409227371216
1643618887.0087254,28,0.007668820675462484
1643619220.37196,29,0.0079272435978055
1643619553.490241,30,0.007764703594148159
1643619887.8302202,31,0.007321456912904978
1643620220.9757326,32,0.007256991229951382
1643620554.054761,33,0.007014153990894556
1643620887.1150723,34,0.006909996271133423
1643621220.6311069,35,0.007091578561812639
1643621553.6035492,36,0.007029643282294273
1643621886.4787014,37,0.006682682782411575
1643622219.5496182,38,0.0069538988173007965
1643622553.2344096,39,0.006557939574122429
1643622887.1507986,40,0.006725328043103218
1643623220.5201645,41,0.007026015780866146
1643623553.8307242,42,0.006164411082863808
1643623887.0724237,43,0.006129804532974958
1643624220.49212,44,0.007903723046183586
1643624553.2046845,45,0.006352344993501902
1643624886.7370472,46,0.006038552615791559
1643625219.937657,47,0.00618821382522583
1643625553.117179,48,0.0060246791690588
1643625886.4150121,49,0.005972038023173809
1643626220.16064,50,0.0061284927651286125
1643626553.3337708,51,0.005950841587036848
1643626886.977042,52,0.005692376755177975
1643627220.6015077,53,0.006420023273676634
1643627553.9588182,54,0.00578646594658494
1643627887.1590812,55,0.0056292167864739895
1643628220.2740057,56,0.0055607217364013195
1643628554.9981585,57,0.00569579005241394
1643628888.2442155,58,0.005698603577911854
1643629221.492165,59,0.005586084444075823
1643629554.8583705,60,0.00835575070232153
1643629888.9285684,61,0.005828931927680969
1643630222.236993,62,0.005624524783343077
1643630555.9900262,63,0.005770253017544746
1643630889.6489089,64,0.0054325019009411335
1643631223.4975202,65,0.005229596048593521
1643631557.5817475,66,0.005455600097775459
1643631891.0354009,67,0.005260570906102657
1643632224.7258317,68,0.005353185348212719
1643632561.3882859,69,0.005261474289000034
1643632894.6618962,70,0.005106770899146795
1643633228.3340223,71,0.005173230543732643
1643633562.1147814,72,0.005297135561704636
1643633895.235811,73,0.00514246104285121
1643634228.6101735,74,0.005143482703715563
1643634561.649247,75,0.0050904154777526855
1643634895.3282273,76,0.005326288286596537
1643635228.52161,77,0.005130317993462086
1643635561.663713,78,0.0058706169947981834
1643635895.0251276,79,0.005039649084210396
1643636228.461724,80,0.005073890555649996
1643636561.3500974,81,0.005116421729326248
1643636894.7366781,82,0.004751524422317743
1643637228.6895633,83,0.00497591495513916
1643637562.5075624,84,0.005288870073854923
1643637895.8096185,85,0.004955442622303963
1643638229.2859287,86,0.004776758141815662
1643638562.597679,87,0.004995038267225027
1643638895.9339225,88,0.004851957783102989
1643639229.098276,89,0.004915999714285135
1643639562.3879995,90,0.00475661363452673
1643639895.9679306,91,0.004698941949754953
1643640230.4250915,92,0.004739157389849424
1643640563.7465916,93,0.004759074654430151
1643640896.643245,94,0.004599699750542641
1643641229.6757634,95,0.004822826012969017
1643641563.3022594,96,0.004536203574389219
1643641896.5028923,97,0.004584256559610367
1643642229.6504083,98,0.004594325087964535
1643642562.643051,99,0.004550058860331774
