Wall time,Step,Value
1646058229.5916362,0,0.22787494957447052
1646058450.0892456,1,0.07987080514431
1646058671.7113676,2,0.05885395407676697
1646058888.3385909,3,0.05312426760792732
1646059105.4145079,4,0.04735397920012474
1646059321.921418,5,0.04585544764995575
1646059542.2258353,6,0.04287434741854668
1646059759.324949,7,0.039576735347509384
1646059976.3392825,8,0.03755916655063629
1646060196.5877495,9,0.034996695816516876
1646060416.4922678,10,0.03559836000204086
1646060635.2285602,11,0.034487687051296234
1646060852.5115259,12,0.035684213042259216
1646061072.8210974,13,0.03218451887369156
1646061293.0726318,14,0.030564598739147186
1646061512.0758603,15,0.03198140114545822
1646061729.8665757,16,0.0312318317592144
1646061948.3830729,17,0.03047679364681244
1646062167.4415839,18,0.02846028469502926
1646062385.400504,19,0.027763860300183296
1646062605.386345,20,0.027303334325551987
1646062825.6500409,21,0.02640998177230358
1646063044.6770878,22,0.026243995875120163
1646063265.0114272,23,0.0263271015137434
1646063485.6066313,24,0.025636594742536545
1646063704.8323119,25,0.025874953716993332
1646063923.2412157,26,0.025182174518704414
1646064141.9857519,27,0.02506023459136486
1646064361.7930899,28,0.028021249920129776
1646064580.2961862,29,0.02576596848666668
1646064799.5825367,30,0.024305574595928192
1646065018.4333832,31,0.026500994339585304
1646065238.7115083,32,0.02599148079752922
1646065457.1094158,33,0.024238508194684982
1646065678.2509227,34,0.025057056918740273
1646065897.461153,35,0.023847350850701332
1646066117.803554,36,0.024305010214447975
1646066336.6981528,37,0.023763148114085197
1646066555.8068128,38,0.02376881241798401
1646066774.7554524,39,0.024407077580690384
1646066993.1879702,40,0.02400764264166355
1646067216.7097235,41,0.024921925738453865
1646067438.793546,42,0.023693403229117393
1646067659.7965043,43,0.024206552654504776
1646067879.2346237,44,0.023894263431429863
1646068099.1366553,45,0.02380526065826416
1646068318.55493,46,0.022914888337254524
1646068539.3134732,47,0.02220350317656994
1646068758.3154724,48,0.021882981061935425
1646068979.954848,49,0.021822955459356308
1646069202.3047905,50,0.02117116190493107
1646069424.1637416,51,0.02082154154777527
1646069647.7209103,52,0.022169679403305054
1646069867.9208515,53,0.022518688812851906
1646070089.920795,54,0.02226531133055687
1646070311.1227393,55,0.023038920015096664
1646070532.6867085,56,0.023697493597865105
1646070751.025272,57,0.023852339014410973
1646070972.882047,58,0.023018522188067436
1646071193.968288,59,0.021843448281288147
1646071415.1253173,60,0.022577492520213127
1646071633.9766839,61,0.0218524057418108
1646071852.7882955,62,0.02086082100868225
1646072071.4650218,63,0.023493628948926926
1646072291.1669621,64,0.025012148544192314
1646072513.5025113,65,0.022898053750395775
1646072735.3018892,66,0.021708359941840172
1646072956.8970077,67,0.021112432703375816
1646073175.3549874,68,0.02174675278365612
1646073393.5483246,69,0.022377563640475273
1646073611.7214923,70,0.020930981263518333
1646073833.242481,71,0.02050369419157505
1646074053.5184755,72,0.02081484906375408
1646074275.2244773,73,0.020769812166690826
1646074510.148775,74,0.020447788760066032
1646074750.8841152,75,0.02138640731573105
1646074991.129614,76,0.020184773951768875
1646075230.8335593,77,0.02028140425682068
1646075469.4330938,78,0.019761933013796806
1646075709.1992884,79,0.019907331094145775
1646075947.9240384,80,0.01902557909488678
1646076186.166816,81,0.019161058589816093
1646076424.887392,82,0.019257333129644394
1646076661.8955476,83,0.019090723246335983
1646076902.2517507,84,0.018797747790813446
1646077141.8429997,85,0.019191637635231018
1646077374.0486133,86,0.018937386572360992
1646077607.993393,87,0.01901927776634693
1646077847.6012042,88,0.01926373317837715
1646078084.1376204,89,0.020018311217427254
1646078319.7666771,90,0.01836536079645157
1646078554.792167,91,0.018961075693368912
1646078789.9301028,92,0.01901348866522312
1646079008.6503153,93,0.020191339775919914
1646079227.901556,94,0.01927242800593376
1646079448.2563763,95,0.020149780437350273
1646079668.745071,96,0.01948726177215576
1646079890.9193957,97,0.019035888835787773
1646080112.0938578,98,0.020182523876428604
1646080333.5254931,99,0.020368916913866997
