Wall time,Step,Value
1646036011.5831625,0,0.24897755682468414
1646036257.8456674,1,0.07896045595407486
1646036498.959583,2,0.06018729880452156
1646036740.9483497,3,0.051315147429704666
1646036976.4770367,4,0.04204472899436951
1646037217.0197475,5,0.03754853084683418
1646037456.90477,6,0.03563062474131584
1646037695.349144,7,0.03398420289158821
1646037937.7219782,8,0.034364935010671616
1646038157.5394468,9,0.03327714279294014
1646038376.2414098,10,0.03139660879969597
1646038597.9869413,11,0.030286433175206184
1646038818.4948611,12,0.028508596122264862
1646039038.3767622,13,0.026886532083153725
1646039256.9562593,14,0.02535364031791687
1646039482.1694558,15,0.02649877779185772
1646039704.1971543,16,0.02454669214785099
1646039926.9939084,17,0.026980161666870117
1646040147.1248233,18,0.02509388141334057
1646040365.8201597,19,0.024777017533779144
1646040588.6477685,20,0.026072753593325615
1646040807.6284156,21,0.025177326053380966
1646041027.5928597,22,0.024273183196783066
1646041249.420683,23,0.023116355761885643
1646041469.3183,24,0.021100757643580437
1646041692.5826683,25,0.02052988111972809
1646041914.366669,26,0.02051584981381893
1646042133.2443695,27,0.02010994590818882
1646042354.6737535,28,0.020719699561595917
1646042576.0946047,29,0.02119656652212143
1646042795.4228346,30,0.02013884298503399
1646043015.9950244,31,0.018911035731434822
1646043236.830504,32,0.01897355541586876
1646043456.4813063,33,0.01831755042076111
1646043677.972695,34,0.019148292019963264
1646043897.564998,35,0.019240839406847954
1646044118.9826348,36,0.018034379929304123
1646044340.3621547,37,0.017299799248576164
1646044567.584577,38,0.017139488831162453
1646044788.016615,39,0.01671152375638485
1646045011.18347,40,0.017123859375715256
1646045229.4699929,41,0.016778046265244484
1646045447.5918427,42,0.016275392845273018
1646045669.8581424,43,0.016688266769051552
1646045888.2198346,44,0.018169760704040527
1646046107.9350195,45,0.019041653722524643
1646046328.8757365,46,0.018661951646208763
1646046551.2764482,47,0.017567727714776993
1646046770.1980104,48,0.019106969237327576
1646046989.4204395,49,0.01894657127559185
1646047207.6528955,50,0.017479894682765007
1646047426.394038,51,0.016805676743388176
1646047644.878175,52,0.01676744967699051
1646047863.986222,53,0.015906479209661484
1646048085.5874944,54,0.015934670343995094
1646048307.300493,55,0.015292060561478138
1646048531.663363,56,0.016350116580724716
1646048751.3846211,57,0.015945814549922943
1646048970.2904208,58,0.016884278506040573
1646049188.739796,59,0.016298392787575722
1646049407.6545107,60,0.015448025427758694
1646049628.4772065,61,0.01552168931812048
1646049846.8161004,62,0.014856197871267796
1646050065.3737247,63,0.015047515742480755
1646050286.0939214,64,0.014946293085813522
1646050505.047791,65,0.01448800228536129
1646050723.8531432,66,0.014447077177464962
1646050944.8812485,67,0.014303712174296379
1646051164.1019354,68,0.014605295844376087
1646051384.0586023,69,0.0145081402733922
1646051603.1700118,70,0.014982333406805992
1646051824.576335,71,0.014187809079885483
1646052043.0934522,72,0.015485545620322227
1646052264.2030363,73,0.01424643024802208
1646052482.944989,74,0.014947374351322651
1646052701.4867895,75,0.015041152015328407
1646052920.5057583,76,0.013982878066599369
1646053141.5048068,77,0.014195868745446205
1646053360.7291167,78,0.014474509283900261
1646053579.7937257,79,0.014762951992452145
1646053802.3771648,80,0.015163850039243698
1646054026.822941,81,0.015392494387924671
1646054252.241113,82,0.014404370449483395
1646054473.3624523,83,0.014768719673156738
1646054694.0204775,84,0.013950785622000694
1646054913.8371902,85,0.013795103877782822
1646055133.4477572,86,0.014614234678447247
1646055355.3751285,87,0.013612029142677784
1646055574.8750827,88,0.013747836463153362
1646055794.6776345,89,0.015245981514453888
1646056015.2706296,90,0.014767121523618698
1646056236.8375728,91,0.014707673341035843
1646056455.264749,92,0.014797710813581944
1646056676.3455076,93,0.01515569444745779
1646056894.517445,94,0.014573268592357635
1646057116.7024577,95,0.014326684176921844
1646057340.1824424,96,0.014090185053646564
1646057563.6180813,97,0.014790658839046955
1646057785.36846,98,0.014625221490859985
1646058005.7649736,99,0.013533830642700195
